,titulo,enlace,ubicacion,zona,precio_publicado,precio_pesos,terreno_m2,construidos_m2,cuartos,banos,estacionamiento,contacto
547,Departamento en Venta en Cancun Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57037643.html,"Departamento en Venta en Cancun Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 410,000",7601400.0,190,190,2,,1,57037643
548,Penthouse Frente Al Mar,https://www.inmuebles24.com/propiedades/penthouse-frente-al-mar-56169797.html,"Penthouse Frente al mar,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,999,000",37061460.0,432,432,3,,2,56169797
549,"Departamentos en Venta, Torre Laguna, Cancún Zona Hotelera.",https://www.inmuebles24.com/propiedades/departamentos-en-venta-torre-laguna-cancun-zona-56809100.html,"Departamentos en Venta, Torre Laguna, Cancún Zona Hotelera.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 193,510",3587675.4,,,1,,1,56809100
550,Oleo Cancun Departamento Playa Zona Hotelera,https://www.inmuebles24.com/propiedades/oleo-cancun-departamento-playa-zona-hotelera-56021275.html,"Oleo Cancun Departamento Playa Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 250,000",4635000.0,45,45,1,,,56021275
551,Condominio de 4 Recamaras en Puerto Cancun con Vista a La Laguna,https://www.inmuebles24.com/propiedades/condominio-de-4-recamaras-en-puerto-cancun-con-vista-a-53590796.html,"puerto cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 20,344,314",20344314.0,403,403,4,,1,53590796
552,Venta de Hermoso Departamento en Cancun Quintana Roo Rivera Maya,https://www.inmuebles24.com/propiedades/venta-de-hermoso-departamento-en-cancun-quintana-roo-56799549.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 147,000",2725380.0,147,147,2,,2,56799549
553,Venta de Departamento de Una Recamara en Isla Dorada,https://www.inmuebles24.com/propiedades/venta-de-departamento-de-una-recamara-en-isla-dorada-56763085.html,"Departamento en Pre Venta Torre Laguna en Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 189,557",3514386.78,,,1,,1,56763085
554,"Departamento Venta Antaal Puerto Cancún ""A"" $10,465,448 Antaal E1",https://www.inmuebles24.com/propiedades/departamento-venta-antaal-puerto-cancun-a-53582149.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 10,465,448",10465448.0,206,206,3,,,53582149
555,Departamento en Venta en Torre Laguna,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-torre-laguna-56808977.html,"Departamento en Venta en Torre Laguna,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 194,101",3598632.54,,,1,,1,56808977
556,Departamento de Lujo de 3 Recamaras en Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-de-lujo-de-3-recamaras-en-puerto-cancun-53389515.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 18,566,782",18566782.0,357,357,3,,1,53389515
557,Departamento en Venta en Cancun en Novo Puerto Cancun con Vista Al Mar,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-en-novo-puerto-cancun-57323452.html,"Novo Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,200,000",22248000.0,285,285,4,,2,57323452
558,Departamento en Novo Cancun,https://www.inmuebles24.com/propiedades/departamento-en-novo-cancun-56456857.html,"Departamento EN Novo Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 850,000",15759000.0,268,268,3,,2,56456857
559,Departamento en Venta en Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-53167214.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 890,000",16500600.0,285,285,4,,2,53167214
560,Marina Condos - Departamento en Venta / Apartment For Sale,https://www.inmuebles24.com/propiedades/marina-condos-departamento-en-venta-apartment-for-56199881.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,400,000",7400000.0,145,145,2,,2,56199881
561,"Departamento Nuevo en Zona Hotelera, Cancún",https://www.inmuebles24.com/propiedades/departamento-nuevo-en-zona-hotelera-cancun-56371195.html,"Departamento Nuevo en Venta en Zona Hotelera, Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 320,290",5938176.6,183,183,2,,,56371195
562,Departamento en Venta con Vista Al Mar en Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-con-vista-al-mar-en-cancun-55337816.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 10,786,000",10786000.0,200,200,3,,1,55337816
563,Penthouse 3 Rec + Roof Garden I,https://www.inmuebles24.com/propiedades/penthouse-3-rec-roof-garden-i-53991680.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,060,000",19652400.0,331,331,3,,3,53991680
564,Departamento en Venta en Punta Dorada.,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-punta-dorada.-56902284.html,"Departamento EN Venta EN Punta Dorada.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 400,000",7416000.0,181,181,3,,2,56902284
565,Venta Residencial Departamento,https://www.inmuebles24.com/propiedades/venta-residencial-departamento-56307561.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 680,000",12607200.0,257,257,4,,1,56307561
566,Espectacular PH de Lujo en Venta Isla Dorada Zona Hotelera Cancun,https://www.inmuebles24.com/propiedades/espectacular-ph-de-lujo-en-venta-isla-dorada-zona-56348577.html," Isla Dorada Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,000,000",18540000.0,274,274,3,,2,56348577
567,"Pent House en Venta con Vista Al Mar, Ubicado en Lujosa Zona de Cancún, Mod. N - Ph1 ""Allure""",https://www.inmuebles24.com/propiedades/pent-house-en-venta-con-vista-al-mar-ubicado-en-55893851.html,"""ALLURE"".  Azul Bonampak N-PH1,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 49,241,142",49241142.0,535,535,4,,,55893851
568,Lindo Departamento en Cancun Tower Marina Golf,https://www.inmuebles24.com/propiedades/lindo-departamento-en-cancun-tower-marina-golf-56872038.html,"av. bonampack,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,499,999",5499999.0,140,140,2,,,56872038
569,"Puerto Cancun, Espectacular Departamento en Venta",https://www.inmuebles24.com/propiedades/puerto-cancun-espectacular-departamento-en-venta-54913537.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,500,000",9500000.0,1,1,2,,2,54913537
570,Departamento Brisas Zona Hotelera Cancún,https://www.inmuebles24.com/propiedades/departamento-brisas-zona-hotelera-cancun-56021413.html,"Departamento Brisas Zona Hotelera Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 144,000",2669760.0,,,1,,1,56021413
571,"Departamento Venta Isla Dorada, Zona Hotelera Cancún",https://www.inmuebles24.com/propiedades/departamento-venta-isla-dorada-zona-hotelera-cancun-56371412.html,"Departamento Venta Isla Dorada, Zona Hotelera Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 200,000",3708000.0,86,,1,,,56371412
572,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-57131201.html,"Departamento Doble en Venta, Zona Hotelera, Canun, Q. R,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 3,549,600",3549600.0,72,72,2,,,57131201
573,"Isla Bonita, Poktapok.",https://www.inmuebles24.com/propiedades/isla-bonita-poktapok.-56902291.html,"Isla Bonita, Poktapok.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 350,000",6489000.0,199,199,3,,2,56902291
574,Venta de Departamento de Lujo en Puerto Cancún Cancún,https://www.inmuebles24.com/propiedades/venta-de-departamento-de-lujo-en-puerto-cancun-cancun-56872674.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 600,000",11124000.0,250,250,3,,1,56872674
575,Apartamentos en Venta Xik´nal Lagos Cancun C1422,https://www.inmuebles24.com/propiedades/apartamentos-en-venta-xik-nal-lagos-cancun-c1422-56340634.html,"Apartamentos EN Venta Xik´nal Lagos Cancun   C1422,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 3,490,000",3490000.0,135,110,3,,1,56340634
576,Departamento en Venta en Cancun Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57185825.html,"Departamento en Venta en Cancun Zona Hotelera/bay View Grand,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,179,179,2,,2,57185825
577,Excelentes Departamentos en Puerto Cancun,https://www.inmuebles24.com/propiedades/excelentes-departamentos-en-puerto-cancun-56402957.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún",MN 1,1.0,300,300,0,,2,56402957
578,Venta de Estudio en Villas Marlin Cancun,https://www.inmuebles24.com/propiedades/venta-de-estudio-en-villas-marlin-cancun-56748219.html,"KUKULCAN KM 13,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 175,000",3244500.0,40,40,1,,1,56748219
579,Departamento en Venta Frente a La Playa en Condominio de Lujo Zona Hotelera Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-frente-a-la-playa-en-condominio-56371359.html,"Departamento en Venta Frente a la Playa en Condominio de Lujo Zona Hotelera Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,000,000",37080000.0,498,498,4,,2,56371359
580,Penthouse en Zona Exclusiva de Isla Dorada en Cancún,https://www.inmuebles24.com/propiedades/penthouse-en-zona-exclusiva-de-isla-dorada-en-cancun-53023433.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 795,000",14739300.0,420,420,4,,,53023433
581,Harbour Puerto Cancun Venta Departamentos con Playa y Vista Al Mar,https://www.inmuebles24.com/propiedades/harbour-puerto-cancun-venta-departamentos-con-playa-y-53053009.html,"Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 856,547",15880381.379999999,926,119,2,,,53053009
582,"Departamento, Calle 6, Edificio Náutica, Cartagena de Indias, Colombia",https://www.inmuebles24.com/propiedades/departamento-calle-6-edificio-nautica-cartagena-de-55454296.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,450,000",26883000.0,354,354,4,,2,55454296
583,Departamento en Venta en Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-55961314.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 4,400,000",4400000.0,110,110,2,,2,55961314
584,Exclusivo Condo en Alba Marina Puerto Cancun,https://www.inmuebles24.com/propiedades/exclusivo-condo-en-alba-marina-puerto-cancun-57242622.html,"Marina Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 11,130,000",11130000.0,209,209,3,,2,57242622
585,"Elite Residences, Puerto Cancun Departamento en Preventa",https://www.inmuebles24.com/propiedades/elite-residences-puerto-cancun-departamento-en-55302017.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 12,863,000",12863000.0,211,211,3,,2,55302017
586,Departamentos en Pre - Venta Puerto Cancun.,https://www.inmuebles24.com/propiedades/departamentos-en-pre-venta-puerto-cancun.-56872936.html,"Av. Bonampak,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,450,000",13450000.0,256,256,3,,,56872936
587,"Departamento en Pre Venta Torre Laguna en Isla Dorada, Zona Hotelera",https://www.inmuebles24.com/propiedades/departamento-en-pre-venta-torre-laguna-en-isla-dorada-56763084.html,"Departamento en  pre Venta Torre Laguna en Isla Dorada, Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 177,656",3293742.2399999998,68,,1,,,56763084
588,Puerto Cancun: Listo Para Estrenar / Ready To Move In!,https://www.inmuebles24.com/propiedades/puerto-cancun:-listo-para-estrenar-ready-to-move-in!-56750675.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 10,373,228",10373228.0,293,152,2,,2,56750675
589,Residencial Peninsula Zona Hotelera,https://www.inmuebles24.com/propiedades/residencial-peninsula-zona-hotelera-55861768.html,"Residencial Peninsula Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 430,000",7972200.0,168,168,2,,1,55861768
590,Bay View Grand Cancùn Z Hotelera 8,https://www.inmuebles24.com/propiedades/bay-view-grand-cancun-z-hotelera-8-56021274.html,"Bay View Grand Cancùn Z Hotelera 8,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 760,000",14090400.0,,,3,,2,56021274
591,Cancun Towers Puerto Cancun Departamento de Lujo Venta,https://www.inmuebles24.com/propiedades/cancun-towers-puerto-cancun-departamento-de-lujo-venta-52275179.html,"puerto cancun ,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 370,000",6859800.0,180,180,2,,1,52275179
592,Departamento en Venta Zona Hotelera de Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-zona-hotelera-de-cancun-56371168.html,"Departamento en Venta Zona Hotelera de Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 700,000",12978000.0,257,257,3,,,56371168
593,Condominio en Emerald Residences & Spa Jacuzzi Privado con Vista La Mar,https://www.inmuebles24.com/propiedades/condominio-en-emerald-residences-spa-jacuzzi-privado-57274166.html,"Zona Hotelera Cancun Emerald,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 34,675,000",34675000.0,300,300,3,,2,57274166
594,Lujoso y Exclusivo Departamento en Venta Vista Al Mar Emerald Zona Hotelera,https://www.inmuebles24.com/propiedades/lujoso-y-exclusivo-departamento-en-venta-vista-al-mar-56180920.html,"Emerald Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,500,000",46350000.0,372,330,4,,2,56180920
595,Villa Frente Al Mar en Condo - Hotel Solymar,https://www.inmuebles24.com/propiedades/villa-frente-al-mar-en-condo-hotel-solymar-55525839.html,"Solymar,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,340,340,4,,2,55525839
596,Departamento en Venta Pok Ta Pok Zona Hotelera Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-pok-ta-pok-zona-hotelera-cancun-55973583.html,"Departamento en Venta Pok Ta Pok Zona Hotelera Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 350,000",6489000.0,155,150,2,,2,55973583
597,"Puerto Cancun Marina Condos, Departamento en Venta",https://www.inmuebles24.com/propiedades/puerto-cancun-marina-condos-departamento-en-venta-56104719.html,"marina condos,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,600,000",7600000.0,141,141,2,,2,56104719
598,Departamento en Venta en Cancun en Emerald Frente Al Mar de 3 Recamaras,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-en-emerald-frente-al-56888409.html,"Emerald Residential Tower & Spa,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,000,000",37080000.0,380,380,3,,2,56888409
599,Venta de Departamentos Shark de Lujo con Diferentes Amenidades,https://www.inmuebles24.com/propiedades/venta-de-departamentos-shark-de-lujo-con-diferentes-54721145.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 896,256",16616586.239999998,187,187,3,,1,54721145
600,Punta Cancun Hermoso Departamento,https://www.inmuebles24.com/propiedades/punta-cancun-hermoso-departamento-55396351.html,"puerto cancun, zona hotelera ,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 720,000",13348800.0,250,250,3,,2,55396351
601,Condominio de 3 Recamaras en Portofino Cancun a La Venta,https://www.inmuebles24.com/propiedades/condominio-de-3-recamaras-en-portofino-cancun-a-la-51696094.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 740,000",13719600.0,226,226,3,,2,51696094
602,Condo 2 Rec con Opcion a 3ra Rec. Zh - Cancun,https://www.inmuebles24.com/propiedades/condo-2-rec-con-opcion-a-3ra-rec.-zh-cancun-57292740.html,"Condo 2 REC CON Opcion A 3RA Rec. ZH - Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 289,000",5358060.0,,,2,,,57292740
603,"Departamento de 3 Recamaras en Venta en Allure Puerto Cancún, Zona Hotelera",https://www.inmuebles24.com/propiedades/departamento-de-3-recamaras-en-venta-en-allure-puerto-56809056.html,"Venta de Departamento en Allure Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 17,634,536",17634536.0,,,3,,2,56809056
604,Lujoso Penthouse en Puerto Cancun con Vista a La Laguna,https://www.inmuebles24.com/propiedades/lujoso-penthouse-en-puerto-cancun-con-vista-a-la-53590955.html,"puerto cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 30,434,908",30434908.0,612,612,4,,1,53590955
605,Penthouse Amueblado en Venta Portofino Cancun,https://www.inmuebles24.com/propiedades/penthouse-amueblado-en-venta-portofino-cancun-56371277.html,"Penthouse Amueblado en Venta Portofino Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,475,000",45886500.0,545,545,4,,,56371277
606,"Venta de Departamento en Puerto Cancún, Residencial Kaanal",https://www.inmuebles24.com/propiedades/venta-de-departamento-en-puerto-cancun-residencial-56809082.html,"Departamento Residencial Kaanali Puerto Cancún en Venta,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 14,061,133",14061133.0,,,3,,2,56809082
607,Departamento con Vista Al Mar en Venta en Cancún,https://www.inmuebles24.com/propiedades/departamento-con-vista-al-mar-en-venta-en-cancun-55337820.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 17,255,649",17255649.0,371,371,4,,2,55337820
608,"Departamento en Venta Cancún, Marea Puerto Cancún.",https://www.inmuebles24.com/propiedades/departamento-en-venta-cancun-marea-puerto-cancun.-56808982.html,"Departamento en Venta Cancún,  Marea Puerto Cancún.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 10,137,287",10137287.0,,,2,,2,56808982
609,Oportunidad en Puerto Cancun / Opportunity in Puerto Cancun,https://www.inmuebles24.com/propiedades/oportunidad-en-puerto-cancun-opportunity-in-puerto-55211142.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 8,000,000",8000000.0,160,160,2,,2,55211142
610,Departamento en Venta en Puerto Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-puerto-cancun-53028243.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,369,096",9369096.0,185,185,2,,,53028243
611,Condominio Las Olas.,https://www.inmuebles24.com/propiedades/condominio-las-olas.-56902344.html,"Condominio las Olas.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,300,000",42642000.0,336,336,3,,2,56902344
612,"Departamento Para Estrenar en Venta y Renta Puerto Cancun, Allure",https://www.inmuebles24.com/propiedades/departamento-para-estrenar-en-venta-y-renta-puerto-56635026.html,"AV. BONANPAK INTERIOR,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 11,500,000",11500000.0,151,151,2,,2,56635026
